timestamp,load_mw,temperature,humidity,wind_speed,rainfall
2023-01-01 20:30:00,5100,-16.0,100.0,0.0,0.0
2023-01-01 20:45:00,5150,-16.5,100.0,0.0,0.0
2023-01-01 21:00:00,5200,-17.0,100.0,0.0,0.0
2023-01-01 21:15:00,5250,-17.5,100.0,0.0,0.0
2023-01-01 21:30:00,5300,-18.0,100.0,0.0,0.0
2023-01-01 21:45:00,5350,-18.5,100.0,0.0,0.0
2023-01-01 22:00:00,5400,-19.0,100.0,0.0,0.0
2023-01-01 22:15:00,5450,-19.5,100.0,0.0,0.0
2023-01-01 22:30:00,5500,-20.0,100.0,0.0,0.0
2023-01-01 22:45:00,5550,-20.5,100.0,0.0,0.0
2023-01-01 23:00:00,5600,-21.0,100.0,0.0,0.0
2023-01-01 23:15:00,5650,-21.5,100.0,0.0,0.0
2023-01-01 23:30:00,5700,-22.0,100.0,0.0,0.0
2023-01-01 23:45:00,5750,-22.5,100.0,0.0,0.0
2023-01-02 00:00:00,1000,25.0,60.0,5.0,0.0
