timestamp,load_mw,temperature,humidity,wind_speed,rainfall,is_holiday
2021-01-01 15:00:00,3613.98,18.0,44.0,6.5,0.0,0
2021-01-01 15:15:00,3543.853333333333,17.875,44.75,6.35,0.0,0
2021-01-01 15:30:00,3499.9233333333336,17.75,45.5,6.2,0.0,0
2021-01-01 15:45:00,3458.2466666666664,17.625,46.25,6.050000000000001,0.0,0
2021-01-01 16:00:00,3428.6966666666667,17.5,47.0,5.9,0.0,0
2021-01-01 16:15:00,3410.213333333333,16.35,51.25,6.7,0.0,0
2021-01-01 16:30:00,3390.0400000000004,15.2,55.5,7.5,0.0,0
2021-01-01 16:45:00,3415.943333333333,14.05,59.75,8.3,0.0,0
2021-01-01 17:00:00,3447.17,12.9,64.0,9.1,0.0,0
2021-01-01 17:15:00,3491.693333333333,12.65,65.25,9.05,0.0,0
2021-01-01 17:30:00,3528.8433333333337,12.4,66.5,9.0,0.0,0
2021-01-01 17:45:00,3616.743333333333,12.15,67.75,8.95,0.0,0
2021-01-01 18:00:00,3670.68,11.9,69.0,8.9,0.0,0
2021-01-01 18:15:00,3655.973333333333,11.9,69.5,8.4,0.0,0
2021-01-01 18:30:00,3653.0033333333336,11.9,70.0,7.9,0.0,0
2021-01-01 18:45:00,3622.813333333333,11.9,70.5,7.4,0.0,0
2021-01-01 19:00:00,3571.863333333333,11.9,71.0,6.9,0.0,0
2021-01-01 19:15:00,3533.5466666666666,11.65,72.5,6.9750000000000005,0.0,0
2021-01-01 19:30:00,3510.103333333333,11.4,74.0,7.050000000000001,0.0,0
2021-01-01 19:45:00,3465.0733333333333,11.15,75.5,7.125,0.0,0
2021-01-01 20:00:00,3377.74,10.9,77.0,7.2,0.0,0
2021-01-01 20:15:00,3352.97,10.875,77.25,7.15,0.0,0
2021-01-01 20:30:00,3302.1566666666663,10.85,77.5,7.1,0.0,0
2021-01-01 20:45:00,3275.383333333333,10.825,77.75,7.05,0.0,0
2021-01-01 21:00:00,3225.5066666666667,10.8,78.0,7.0,0.0,0
2021-01-01 21:15:00,3174.61,10.725,78.25,7.275,0.0,0
2021-01-01 21:30:00,3129.47,10.65,78.5,7.55,0.0,0
2021-01-01 21:45:00,3059.6666666666665,10.575,78.75,7.824999999999999,0.0,0
2021-01-01 22:00:00,2967.33,10.5,79.0,8.1,0.0,0
2021-01-01 22:15:00,2872.6800000000003,10.45,79.0,8.125,0.0,0
2021-01-01 22:30:00,2759.82,10.4,79.0,8.149999999999999,0.0,0
2021-01-01 22:45:00,2655.5033333333336,10.35,79.0,8.174999999999999,0.0,0
2021-01-01 23:00:00,2530.0333333333333,10.3,79.0,8.2,0.0,0
2021-01-01 23:15:00,2394.7533333333336,10.275,79.0,7.799999999999999,0.0,0
2021-01-01 23:30:00,2285.57,10.25,79.0,7.399999999999999,0.0,0
2021-01-01 23:45:00,2174.273333333333,10.225,79.0,7.0,0.0,0
2021-01-02 00:00:00,1948.8133333333333,10.2,79.0,6.6,0.0,0
2021-01-02 00:15:00,1861.45,10.25,78.75,6.75,0.0,0
2021-01-02 00:30:00,1797.13,10.3,78.5,6.9,0.0,0
2021-01-02 00:45:00,1736.4666666666665,10.35,78.25,7.05,0.0,0
2021-01-02 01:00:00,1684.0166666666669,10.4,78.0,7.2,0.0,0
2021-01-02 01:15:00,1645.74,10.45,77.25,7.4,0.0,0
2021-01-02 01:30:00,1609.1333333333332,10.5,76.5,7.6,0.0,0
2021-01-02 01:45:00,1586.9033333333334,10.55,75.75,7.8,0.0,0
2021-01-02 02:00:00,1564.8033333333333,10.6,75.0,8.0,0.0,0
2021-01-02 02:15:00,1545.62,10.475,75.25,7.825,0.0,0
2021-01-02 02:30:00,1534.3866666666663,10.35,75.5,7.65,0.0,0
2021-01-02 02:45:00,1523.28,10.225,75.75,7.475,0.0,0
2021-01-02 03:00:00,1512.3100000000002,10.1,76.0,7.3,0.0,0
2021-01-02 03:15:00,1510.03,10.1,76.25,6.5,0.0,0
2021-01-02 03:30:00,1513.3833333333332,10.1,76.5,5.699999999999999,0.0,0
2021-01-02 03:45:00,1513.9433333333334,10.1,76.75,4.9,0.0,0
2021-01-02 04:00:00,1538.6633333333332,10.1,77.0,4.1,0.0,0
2021-01-02 04:15:00,1575.753333333333,10.0,78.0,4.475,0.0,0
2021-01-02 04:30:00,1619.82,9.9,79.0,4.85,0.0,0
2021-01-02 04:45:00,1657.6033333333332,9.8,80.0,5.225,0.0,0
2021-01-02 05:00:00,1732.6233333333332,9.7,81.0,5.6,0.0,0
2021-01-02 05:15:00,1845.96,9.75,80.5,5.775,0.05,0
2021-01-02 05:30:00,1961.1,9.8,80.0,5.949999999999999,0.1,0
2021-01-02 05:45:00,2107.7233333333334,9.85,79.5,6.125,0.15,0
2021-01-02 06:00:00,2299.4166666666665,9.9,79.0,6.3,0.2,0
2021-01-02 06:15:00,2531.393333333333,9.875,79.75,6.525,0.425,0
2021-01-02 06:30:00,2713.8,9.85,80.5,6.75,0.6500000000000001,0
2021-01-02 06:45:00,2908.713333333333,9.825,81.25,6.975,0.875,0
2021-01-02 07:00:00,3125.843333333333,9.8,82.0,7.2,1.1,0
2021-01-02 07:15:00,3395.873333333333,10.075,81.25,7.825,0.8250000000000001,0
2021-01-02 07:30:00,3630.7,10.35,80.5,8.45,0.55,0
2021-01-02 07:45:00,3806.3266666666655,10.625,79.75,9.075,0.275,0
2021-01-02 08:00:00,3945.7533333333336,10.9,79.0,9.7,0.0,0
2021-01-02 08:15:00,4066.223333333333,11.4,76.5,9.55,0.0,0
2021-01-02 08:30:00,4090.663333333334,11.9,74.0,9.4,0.0,0
2021-01-02 08:45:00,4104.536666666667,12.4,71.5,9.25,0.0,0
2021-01-02 09:00:00,4174.759999999999,12.9,69.0,9.1,0.0,0
2021-01-02 09:15:00,4243.026666666667,13.425,66.75,9.3,0.025,0
2021-01-02 09:30:00,4331.416666666667,13.95,64.5,9.5,0.05,0
2021-01-02 09:45:00,4381.39,14.475,62.25,9.7,0.075,0
2021-01-02 10:00:00,4382.583333333333,15.0,60.0,9.9,0.1,0
2021-01-02 10:15:00,4338.633333333334,15.25,59.75,10.45,0.125,0
2021-01-02 10:30:00,4290.403333333333,15.5,59.5,11.0,0.15,0
2021-01-02 10:45:00,4283.666666666667,15.75,59.25,11.55,0.175,0
2021-01-02 11:00:00,4233.633333333334,16.0,59.0,12.1,0.2,0
2021-01-02 11:15:00,4165.656666666667,16.1,60.5,12.3,0.325,0
2021-01-02 11:30:00,4100.376666666667,16.2,62.0,12.5,0.4499999999999999,0
2021-01-02 11:45:00,4061.6733333333336,16.299999999999997,63.5,12.7,0.575,0
2021-01-02 12:00:00,3959.236666666666,16.4,65.0,12.9,0.7,0
2021-01-02 12:15:00,3883.6733333333336,16.45,66.0,12.625,1.0,0
2021-01-02 12:30:00,3830.1733333333336,16.5,67.0,12.35,1.2999999999999998,0
2021-01-02 12:45:00,3768.51,16.55,68.0,12.075,1.6,0
2021-01-02 13:00:00,3523.75,16.6,69.0,11.8,1.9,0
2021-01-02 13:15:00,3375.876666666667,16.8,68.5,11.9,1.5,0
2021-01-02 13:30:00,3329.99,17.0,68.0,12.0,1.1,0
2021-01-02 13:45:00,3321.1733333333336,17.2,67.5,12.1,0.7,0
2021-01-02 14:00:00,3305.1200000000003,17.4,67.0,12.2,0.3,0
2021-01-02 14:15:00,3256.89,17.599999999999998,65.75,12.175,0.2249999999999999,0
2021-01-02 14:30:00,3258.103333333333,17.799999999999997,64.5,12.15,0.15,0
2021-01-02 14:45:00,3209.19,18.0,63.25,12.125,0.075,0
2021-01-02 15:00:00,3168.893333333333,18.2,62.0,12.1,0.0,0
2021-01-02 15:15:00,3114.5866666666666,18.275,62.0,11.675,0.0,0
2021-01-02 15:30:00,3101.01,18.35,62.0,11.25,0.0,0
2021-01-02 15:45:00,3070.686666666667,18.425,62.0,10.825,0.0,0
2021-01-02 16:00:00,3056.396666666667,18.5,62.0,10.4,0.0,0
2021-01-02 16:15:00,3078.1566666666663,18.175,62.25,10.375,0.0,0
2021-01-02 16:30:00,3084.646666666666,17.85,62.5,10.35,0.0,0
2021-01-02 16:45:00,3089.0766666666664,17.525,62.75,10.325,0.0,0
2021-01-02 17:00:00,3150.6633333333334,17.2,63.0,10.3,0.0,0
2021-01-02 17:15:00,3189.18,16.9,63.5,10.5,0.0,0
2021-01-02 17:30:00,3238.17,16.6,64.0,10.7,0.0,0
2021-01-02 17:45:00,3306.613333333333,16.3,64.5,10.9,0.0,0
2021-01-02 18:00:00,3396.5533333333333,16.0,65.0,11.1,0.0,0
2021-01-02 18:15:00,3498.8266666666664,15.85,65.75,11.275,0.0,0
2021-01-02 18:30:00,3501.8033333333333,15.7,66.5,11.45,0.0,0
2021-01-02 18:45:00,3490.9,15.55,67.25,11.625,0.0,0
2021-01-02 19:00:00,3501.7966666666666,15.4,68.0,11.8,0.0,0
2021-01-02 19:15:00,3403.333333333333,15.225,69.0,11.8,0.0,0
2021-01-02 19:30:00,3373.4566666666665,15.05,70.0,11.8,0.0,0
2021-01-02 19:45:00,3340.936666666667,14.875,71.0,11.8,0.0,0
2021-01-02 20:00:00,3252.146666666667,14.7,72.0,11.8,0.0,0
2021-01-02 20:15:00,3230.6666666666665,14.625,73.25,11.85,0.0,0
2021-01-02 20:30:00,3134.0,14.55,74.5,11.9,0.0,0
2021-01-02 20:45:00,3085.406666666667,14.475,75.75,11.95,0.0,0
2021-01-02 21:00:00,2998.83,14.4,77.0,12.0,0.0,0
2021-01-02 21:15:00,2935.9500000000003,14.275,78.75,11.675,0.0,0
2021-01-02 21:30:00,2902.613333333333,14.15,80.5,11.35,0.0,0
2021-01-02 21:45:00,2832.3700000000003,14.025,82.25,11.025,0.0,0
2021-01-02 22:00:00,2759.3666666666663,13.9,84.0,10.7,0.0,0
2021-01-02 22:15:00,2683.71,13.825,85.25,10.775,0.0,0
2021-01-02 22:30:00,2598.7066666666665,13.75,86.5,10.85,0.0,0
2021-01-02 22:45:00,2469.0333333333333,13.675,87.75,10.925,0.0,0
2021-01-02 23:00:00,2373.346666666667,13.6,89.0,11.0,0.0,0
2021-01-02 23:15:00,2264.56,13.575,89.5,10.925,0.0,0
2021-01-02 23:30:00,2154.0166666666664,13.55,90.0,10.85,0.0,0
2021-01-02 23:45:00,2059.11,13.525,90.5,10.775,0.0,0
2021-01-03 00:00:00,1889.0533333333333,13.5,91.0,10.7,0.0,0
2021-01-03 00:15:00,1841.85,13.425,91.25,10.525,0.075,0
2021-01-03 00:30:00,1800.37,13.35,91.5,10.35,0.15,0
2021-01-03 00:45:00,1765.8933333333334,13.275,91.75,10.175,0.2249999999999999,0
2021-01-03 01:00:00,1740.0366666666666,13.2,92.0,10.0,0.3,0
2021-01-03 01:15:00,1721.04,13.175,92.25,10.0,0.725,0
2021-01-03 01:30:00,1698.3433333333332,13.15,92.5,10.0,1.15,0
2021-01-03 01:45:00,1692.8100000000002,13.125,92.75,10.0,1.575,0
2021-01-03 02:00:00,1675.0233333333333,13.1,93.0,10.0,2.0,0
2021-01-03 02:15:00,1660.7166666666665,12.975,93.25,10.225,1.725,0
2021-01-03 02:30:00,1642.7233333333334,12.85,93.5,10.45,1.45,0
2021-01-03 02:45:00,1622.6899999999998,12.725,93.75,10.675,1.1749999999999998,0
2021-01-03 03:00:00,1613.95,12.6,94.0,10.9,0.9,0
2021-01-03 03:15:00,1603.55,12.525,93.75,10.6,0.975,0
2021-01-03 03:30:00,1615.6533333333334,12.45,93.5,10.3,1.05,0
2021-01-03 03:45:00,1617.6333333333332,12.375,93.25,10.0,1.125,0
2021-01-03 04:00:00,1631.45,12.3,93.0,9.7,1.2,0
2021-01-03 04:15:00,1661.0466666666669,12.3,92.75,10.275,1.075,0
2021-01-03 04:30:00,1691.2766666666666,12.3,92.5,10.85,0.95,0
2021-01-03 04:45:00,1715.82,12.3,92.25,11.425,0.825,0
2021-01-03 05:00:00,1780.0533333333333,12.3,92.0,12.0,0.7,0
2021-01-03 05:15:00,1870.79,12.3,91.75,12.9,0.75,0
2021-01-03 05:30:00,1975.4666666666665,12.3,91.5,13.8,0.8,0
2021-01-03 05:45:00,2076.9733333333334,12.3,91.25,14.7,0.85,0
2021-01-03 06:00:00,2208.9966666666664,12.3,91.0,15.6,0.9,0
2021-01-03 06:15:00,2380.0866666666666,12.375,91.0,15.725,0.675,0
2021-01-03 06:30:00,2522.4,12.45,91.0,15.85,0.45,0
2021-01-03 06:45:00,2694.1566666666663,12.525,91.0,15.975,0.2249999999999999,0
2021-01-03 07:00:00,2861.26,12.6,91.0,16.1,0.0,0
2021-01-03 07:15:00,3011.63,12.9,90.5,16.075000000000003,0.5,0
2021-01-03 07:30:00,3103.0466666666666,13.2,90.0,16.05,1.0,0
2021-01-03 07:45:00,3165.5333333333333,13.5,89.5,16.025,1.5,0
2021-01-03 08:00:00,3194.6633333333334,13.8,89.0,16.0,2.0,0
2021-01-03 08:15:00,3191.58,14.15,87.75,15.75,1.5,0
2021-01-03 08:30:00,3202.083333333333,14.5,86.5,15.5,1.0,0
2021-01-03 08:45:00,3201.346666666667,14.85,85.25,15.25,0.5,0
2021-01-03 09:00:00,3200.44,15.2,84.0,15.0,0.0,0
2021-01-03 09:15:00,3292.4966666666664,15.675,81.75,15.225,0.0,0
2021-01-03 09:30:00,3361.633333333333,16.15,79.5,15.45,0.0,0
2021-01-03 09:45:00,3379.9366666666665,16.625,77.25,15.675,0.0,0
2021-01-03 10:00:00,3388.9666666666667,17.1,75.0,15.9,0.0,0
2021-01-03 10:15:00,3386.9300000000003,17.625,73.0,16.625,0.0,0
2021-01-03 10:30:00,3384.6666666666665,18.15,71.0,17.35,0.0,0
2021-01-03 10:45:00,3374.3866666666668,18.675,69.0,18.075,0.0,0
2021-01-03 11:00:00,3334.5733333333337,19.2,67.0,18.8,0.0,0
2021-01-03 11:15:00,3302.1366666666668,19.5,66.25,19.275,0.0,0
2021-01-03 11:30:00,3279.903333333333,19.8,65.5,19.75,0.0,0
2021-01-03 11:45:00,3252.113333333333,20.1,64.75,20.225,0.0,0
2021-01-03 12:00:00,3211.48,20.4,64.0,20.7,0.0,0
2021-01-03 12:15:00,3154.11,20.55,63.5,21.325,0.0,0
2021-01-03 12:30:00,3132.08,20.7,63.0,21.95,0.0,0
2021-01-03 12:45:00,3090.05,20.85,62.5,22.575,0.0,0
2021-01-03 13:00:00,2911.92,21.0,62.0,23.2,0.0,0
2021-01-03 13:15:00,2810.15,20.975,62.75,23.25,0.0,0
2021-01-03 13:30:00,2815.623333333333,20.95,63.5,23.3,0.0,0
2021-01-03 13:45:00,2839.3366666666666,20.925,64.25,23.35,0.0,0
2021-01-03 14:00:00,2849.476666666667,20.9,65.0,23.4,0.0,0
2021-01-03 14:15:00,2856.4933333333333,20.85,65.0,22.65,0.0,0
2021-01-03 14:30:00,2853.85,20.8,65.0,21.9,0.0,0
2021-01-03 14:45:00,2826.683333333333,20.75,65.0,21.15,0.0,0
2021-01-03 15:00:00,2844.8233333333337,20.7,65.0,20.4,0.0,0
2021-01-03 15:15:00,2814.2033333333334,20.525,66.0,19.325,0.0,0
2021-01-03 15:30:00,2802.0399999999995,20.35,67.0,18.25,0.0,0
2021-01-03 15:45:00,2782.05,20.175,68.0,17.175,0.0,0
2021-01-03 16:00:00,2812.366666666667,20.0,69.0,16.1,0.0,0
2021-01-03 16:15:00,2816.23,19.35,72.5,15.675,0.025,0
2021-01-03 16:30:00,2816.5066666666667,18.7,76.0,15.25,0.05,0
2021-01-03 16:45:00,2822.963333333333,18.05,79.5,14.825,0.075,0
2021-01-03 17:00:00,2847.66,17.4,83.0,14.4,0.1,0
2021-01-03 17:15:00,2909.0866666666666,17.375,83.0,14.45,0.075,0
2021-01-03 17:30:00,2905.83,17.35,83.0,14.5,0.05,0
2021-01-03 17:45:00,2910.313333333333,17.325,83.0,14.55,0.0249999999999999,0
2021-01-03 18:00:00,2956.383333333333,17.3,83.0,14.6,0.0,0
2021-01-03 18:15:00,3046.7899999999995,17.225,83.5,14.375,0.0,0
2021-01-03 18:30:00,3085.1633333333334,17.15,84.0,14.15,0.0,0
2021-01-03 18:45:00,3108.633333333333,17.075,84.5,13.925,0.0,0
2021-01-03 19:00:00,3070.976666666667,17.0,85.0,13.7,0.0,0
2021-01-03 19:15:00,3049.936666666667,16.775,86.0,13.725,0.0,0
2021-01-03 19:30:00,3018.05,16.55,87.0,13.75,0.0,0
2021-01-03 19:45:00,2931.536666666667,16.325000000000003,88.0,13.775,0.0,0
2021-01-03 20:00:00,2838.5733333333337,16.1,89.0,13.8,0.0,0
2021-01-03 20:15:00,2771.2533333333336,15.975,89.75,13.9,0.0,0
2021-01-03 20:30:00,2718.6266666666666,15.85,90.5,14.0,0.0,0
2021-01-03 20:45:00,2640.443333333333,15.725,91.25,14.1,0.0,0
2021-01-03 21:00:00,2541.2833333333333,15.6,92.0,14.2,0.0,0
2021-01-03 21:15:00,2462.523333333333,15.6,92.0,14.15,0.0,0
2021-01-03 21:30:00,2433.983333333333,15.6,92.0,14.1,0.0,0
2021-01-03 21:45:00,2383.4933333333333,15.6,92.0,14.05,0.0,0
2021-01-03 22:00:00,2349.82,15.6,92.0,14.0,0.0,0
2021-01-03 22:15:00,2270.726666666667,15.475,92.25,14.075,0.0,0
2021-01-03 22:30:00,2213.6533333333336,15.35,92.5,14.15,0.0,0
2021-01-03 22:45:00,2167.3566666666666,15.225,92.75,14.225,0.0,0
2021-01-03 23:00:00,2124.28,15.1,93.0,14.3,0.0,0
2021-01-03 23:15:00,2048.583333333333,15.025,93.0,13.65,0.0,0
2021-01-03 23:30:00,1997.59,14.95,93.0,13.0,0.0,0
2021-01-03 23:45:00,1934.2966666666664,14.875,93.0,12.35,0.0,0
2021-01-04 00:00:00,2716.2000000000003,14.8,93.0,11.7,0.0,0
2021-01-04 00:15:00,2657.7833333333333,14.75,93.0,11.125,0.025,0
2021-01-04 00:30:00,2619.13,14.7,93.0,10.55,0.05,0
2021-01-04 00:45:00,2588.4266666666667,14.65,93.0,9.975,0.075,0
2021-01-04 01:00:00,2541.25,14.6,93.0,9.4,0.1,0
2021-01-04 01:15:00,2511.233333333333,14.55,93.25,9.225,0.2,0
2021-01-04 01:30:00,2494.686666666667,14.5,93.5,9.05,0.3,0
2021-01-04 01:45:00,2478.0066666666667,14.45,93.75,8.875,0.4,0
2021-01-04 02:00:00,2461.1833333333334,14.4,94.0,8.7,0.5,0
2021-01-04 02:15:00,2431.8,14.35,94.25,8.75,0.375,0
2021-01-04 02:30:00,2402.85,14.3,94.5,8.8,0.25,0
2021-01-04 02:45:00,2384.0766666666664,14.25,94.75,8.85,0.125,0
2021-01-04 03:00:00,2354.596666666667,14.2,95.0,8.9,0.0,0
2021-01-04 03:15:00,2346.023333333333,14.25,95.0,8.825,0.075,0
2021-01-04 03:30:00,2336.59,14.3,95.0,8.75,0.15,0
2021-01-04 03:45:00,2332.4033333333336,14.35,95.0,8.675,0.2249999999999999,0
2021-01-04 04:00:00,2324.75,14.4,95.0,8.6,0.3,0
2021-01-04 04:15:00,2342.7100000000005,14.15,95.75,7.774999999999999,0.25,0
2021-01-04 04:30:00,2344.5466666666666,13.9,96.5,6.949999999999999,0.2,0
2021-01-04 04:45:00,2351.4,13.65,97.25,6.125,0.15,0
2021-01-04 05:00:00,2388.49,13.4,98.0,5.3,0.1,0
2021-01-04 05:15:00,2436.433333333333,13.275,98.0,5.425,0.075,0
2021-01-04 05:30:00,2491.063333333333,13.15,98.0,5.55,0.05,0
2021-01-04 05:45:00,2544.55,13.025,98.0,5.675,0.0249999999999999,0
2021-01-04 06:00:00,2624.34,12.9,98.0,5.8,0.0,0
2021-01-04 06:15:00,2704.726666666667,12.95,98.0,6.35,0.0,0
2021-01-04 06:30:00,2774.396666666667,13.0,98.0,6.9,0.0,0
2021-01-04 06:45:00,2838.1800000000003,13.05,98.0,7.45,0.0,0
2021-01-04 07:00:00,2925.39,13.1,98.0,8.0,0.0,0
2021-01-04 07:15:00,2956.6166666666663,13.4,97.5,8.8,0.1,0
2021-01-04 07:30:00,2956.05,13.7,97.0,9.6,0.2,0
2021-01-04 07:45:00,2962.85,14.0,96.5,10.4,0.3,0
2021-01-04 08:00:00,2988.67,14.3,96.0,11.2,0.4,0
2021-01-04 08:15:00,3007.833333333333,14.575,95.0,11.375,0.775,0
2021-01-04 08:30:00,3019.853333333333,14.85,94.0,11.55,1.15,0
2021-01-04 08:45:00,3039.116666666667,15.125,93.0,11.725,1.525,0
2021-01-04 09:00:00,3068.963333333333,15.4,92.0,11.9,1.9,0
2021-01-04 09:15:00,3175.023333333333,15.675,91.25,11.925,1.6749999999999998,0
2021-01-04 09:30:00,3279.47,15.95,90.5,11.95,1.45,0
2021-01-04 09:45:00,3381.5933333333337,16.225,89.75,11.975,1.225,0
2021-01-04 10:00:00,3414.116666666667,16.5,89.0,12.0,1.0,0
2021-01-04 10:15:00,3438.03,16.925,88.0,12.325,0.85,0
2021-01-04 10:30:00,3446.9133333333334,17.35,87.0,12.65,0.7,0
2021-01-04 10:45:00,3479.7066666666665,17.775,86.0,12.975,0.55,0
2021-01-04 11:00:00,3493.66,18.2,85.0,13.3,0.4,0
2021-01-04 11:15:00,3489.023333333333,18.775,82.0,13.525,0.3,0
2021-01-04 11:30:00,3486.853333333334,19.35,79.0,13.75,0.2,0
2021-01-04 11:45:00,3497.773333333333,19.925,76.0,13.975,0.0999999999999999,0
2021-01-04 12:00:00,3478.596666666667,20.5,73.0,14.2,0.0,0
2021-01-04 12:15:00,3478.28,20.9,70.75,14.125,0.0,0
2021-01-04 12:30:00,3459.52,21.3,68.5,14.05,0.0,0
2021-01-04 12:45:00,3428.6200000000003,21.700000000000003,66.25,13.975,0.0,0
2021-01-04 13:00:00,3247.5166666666664,22.1,64.0,13.9,0.0,0
2021-01-04 13:15:00,3169.3700000000003,22.15,63.5,13.725,0.0,0
2021-01-04 13:30:00,3193.776666666666,22.200000000000003,63.0,13.55,0.0,0
2021-01-04 13:45:00,3259.56,22.25,62.5,13.375,0.0,0
2021-01-04 14:00:00,3267.9300000000003,22.3,62.0,13.2,0.0,0
2021-01-04 14:15:00,3316.786666666667,22.0,63.75,12.65,0.025,0
2021-01-04 14:30:00,3341.623333333333,21.700000000000003,65.5,12.1,0.05,0
2021-01-04 14:45:00,3350.066666666667,21.4,67.25,11.55,0.075,0
2021-01-04 15:00:00,3363.193333333333,21.1,69.0,11.0,0.1,0
2021-01-04 15:15:00,3341.146666666666,20.775,71.75,10.225,0.175,0
2021-01-04 15:30:00,3352.116666666667,20.450000000000003,74.5,9.45,0.25,0
2021-01-04 15:45:00,3344.72,20.125,77.25,8.675,0.325,0
2021-01-04 16:00:00,3335.816666666667,19.8,80.0,7.9,0.4,0
2021-01-04 16:15:00,3361.59,19.475,81.5,9.375,0.4,0
2021-01-04 16:30:00,3389.17,19.15,83.0,10.85,0.4,0
2021-01-04 16:45:00,3360.706666666667,18.825,84.5,12.325,0.4,0
2021-01-04 17:00:00,3364.306666666667,18.5,86.0,13.8,0.4,0
2021-01-04 17:15:00,3378.89,18.15,87.5,11.925,0.3,0
