timestamp,temperature,humidity,wind_speed,rainfall
2021-01-01 18:00:00,11.9,69.0,8.9,0.0
2021-01-01 18:15:00,11.9,69.5,8.4,0.0
2021-01-01 18:30:00,11.9,70.0,7.9,0.0
2021-01-01 18:45:00,11.9,70.5,7.4,0.0
2021-01-01 19:00:00,11.9,71.0,6.9,0.0
2021-01-01 19:15:00,11.65,72.5,6.9750000000000005,0.0
2021-01-01 19:30:00,11.4,74.0,7.050000000000001,0.0
2021-01-01 19:45:00,11.15,75.5,7.125,0.0
2021-01-01 20:00:00,10.9,77.0,7.2,0.0
2021-01-01 20:15:00,10.875,77.25,7.15,0.0
2021-01-01 20:30:00,10.850000000000001,77.5,7.1,0.0
2021-01-01 20:45:00,10.825000000000001,77.75,7.05,0.0
2021-01-01 21:00:00,10.8,78.0,7.0,0.0
2021-01-01 21:15:00,10.725000000000001,78.25,7.275,0.0
2021-01-01 21:30:00,10.65,78.5,7.55,0.0
2021-01-01 21:45:00,10.575,78.75,7.824999999999999,0.0
2021-01-01 22:00:00,10.5,79.0,8.1,0.0
2021-01-01 22:15:00,10.45,79.0,8.125,0.0
2021-01-01 22:30:00,10.4,79.0,8.149999999999999,0.0
2021-01-01 22:45:00,10.350000000000001,79.0,8.174999999999999,0.0
2021-01-01 23:00:00,10.3,79.0,8.2,0.0
2021-01-01 23:15:00,10.275,79.0,7.799999999999999,0.0
2021-01-01 23:30:00,10.25,79.0,7.3999999999999995,0.0
2021-01-01 23:45:00,10.225,79.0,7.0,0.0
2021-01-02 00:00:00,10.2,79.0,6.6,0.0
2021-01-02 00:15:00,10.25,78.75,6.75,0.0
2021-01-02 00:30:00,10.3,78.5,6.9,0.0
2021-01-02 00:45:00,10.35,78.25,7.05,0.0
2021-01-02 01:00:00,10.4,78.0,7.2,0.0
2021-01-02 01:15:00,10.45,77.25,7.4,0.0
2021-01-02 01:30:00,10.5,76.5,7.6,0.0
2021-01-02 01:45:00,10.55,75.75,7.8,0.0
2021-01-02 02:00:00,10.6,75.0,8.0,0.0
2021-01-02 02:15:00,10.475,75.25,7.825,0.0
2021-01-02 02:30:00,10.35,75.5,7.65,0.0
2021-01-02 02:45:00,10.225,75.75,7.475,0.0
2021-01-02 03:00:00,10.1,76.0,7.3,0.0
2021-01-02 03:15:00,10.1,76.25,6.5,0.0
2021-01-02 03:30:00,10.1,76.5,5.699999999999999,0.0
2021-01-02 03:45:00,10.1,76.75,4.8999999999999995,0.0
2021-01-02 04:00:00,10.1,77.0,4.1,0.0
2021-01-02 04:15:00,10.0,78.0,4.475,0.0
2021-01-02 04:30:00,9.899999999999999,79.0,4.85,0.0
2021-01-02 04:45:00,9.799999999999999,80.0,5.225,0.0
2021-01-02 05:00:00,9.7,81.0,5.6,0.0
2021-01-02 05:15:00,9.75,80.5,5.7749999999999995,0.05
2021-01-02 05:30:00,9.8,80.0,5.949999999999999,0.1
2021-01-02 05:45:00,9.85,79.5,6.125,0.15000000000000002
2021-01-02 06:00:00,9.9,79.0,6.3,0.2
2021-01-02 06:15:00,9.875,79.75,6.525,0.42500000000000004
2021-01-02 06:30:00,9.850000000000001,80.5,6.75,0.6500000000000001
2021-01-02 06:45:00,9.825000000000001,81.25,6.975,0.875
2021-01-02 07:00:00,9.8,82.0,7.2,1.1
2021-01-02 07:15:00,10.075000000000001,81.25,7.825,0.8250000000000001
2021-01-02 07:30:00,10.350000000000001,80.5,8.45,0.55
2021-01-02 07:45:00,10.625,79.75,9.075,0.275
2021-01-02 08:00:00,10.9,79.0,9.7,0.0
2021-01-02 08:15:00,11.4,76.5,9.549999999999999,0.0
2021-01-02 08:30:00,11.9,74.0,9.399999999999999,0.0
2021-01-02 08:45:00,12.4,71.5,9.25,0.0
2021-01-02 09:00:00,12.9,69.0,9.1,0.0
2021-01-02 09:15:00,13.425,66.75,9.3,0.025
2021-01-02 09:30:00,13.95,64.5,9.5,0.05
2021-01-02 09:45:00,14.475,62.25,9.7,0.07500000000000001
2021-01-02 10:00:00,15.0,60.0,9.9,0.1
2021-01-02 10:15:00,15.25,59.75,10.45,0.125
2021-01-02 10:30:00,15.5,59.5,11.0,0.15000000000000002
2021-01-02 10:45:00,15.75,59.25,11.55,0.17500000000000002
2021-01-02 11:00:00,16.0,59.0,12.1,0.2
2021-01-02 11:15:00,16.1,60.5,12.3,0.325
2021-01-02 11:30:00,16.2,62.0,12.5,0.44999999999999996
2021-01-02 11:45:00,16.299999999999997,63.5,12.7,0.575
2021-01-02 12:00:00,16.4,65.0,12.9,0.7
2021-01-02 12:15:00,16.45,66.0,12.625,1.0
2021-01-02 12:30:00,16.5,67.0,12.350000000000001,1.2999999999999998
2021-01-02 12:45:00,16.55,68.0,12.075000000000001,1.5999999999999999
2021-01-02 13:00:00,16.6,69.0,11.8,1.9
2021-01-02 13:15:00,16.8,68.5,11.9,1.5
2021-01-02 13:30:00,17.0,68.0,12.0,1.1
2021-01-02 13:45:00,17.2,67.5,12.1,0.7
2021-01-02 14:00:00,17.4,67.0,12.2,0.3
2021-01-02 14:15:00,17.599999999999998,65.75,12.174999999999999,0.22499999999999998
2021-01-02 14:30:00,17.799999999999997,64.5,12.149999999999999,0.15
2021-01-02 14:45:00,18.0,63.25,12.125,0.07500000000000001
2021-01-02 15:00:00,18.2,62.0,12.1,0.0
2021-01-02 15:15:00,18.275,62.0,11.675,0.0
2021-01-02 15:30:00,18.35,62.0,11.25,0.0
2021-01-02 15:45:00,18.425,62.0,10.825,0.0
2021-01-02 16:00:00,18.5,62.0,10.4,0.0
2021-01-02 16:15:00,18.175,62.25,10.375,0.0
2021-01-02 16:30:00,17.85,62.5,10.350000000000001,0.0
2021-01-02 16:45:00,17.525,62.75,10.325000000000001,0.0
2021-01-02 17:00:00,17.2,63.0,10.3,0.0
2021-01-02 17:15:00,16.9,63.5,10.5,0.0
2021-01-02 17:30:00,16.6,64.0,10.7,0.0
2021-01-02 17:45:00,16.3,64.5,10.9,0.0
2021-01-02 18:00:00,16.0,65.0,11.1,0.0
2021-01-02 18:15:00,15.85,65.75,11.275,0.0
2021-01-02 18:30:00,15.7,66.5,11.45,0.0
2021-01-02 18:45:00,15.55,67.25,11.625,0.0
2021-01-02 19:00:00,15.4,68.0,11.8,0.0
2021-01-02 19:15:00,15.225,69.0,11.8,0.0
2021-01-02 19:30:00,15.05,70.0,11.8,0.0
2021-01-02 19:45:00,14.875,71.0,11.8,0.0
2021-01-02 20:00:00,14.7,72.0,11.8,0.0
2021-01-02 20:15:00,14.625,73.25,11.850000000000001,0.0
2021-01-02 20:30:00,14.55,74.5,11.9,0.0
2021-01-02 20:45:00,14.475,75.75,11.95,0.0
2021-01-02 21:00:00,14.4,77.0,12.0,0.0
2021-01-02 21:15:00,14.275,78.75,11.675,0.0
2021-01-02 21:30:00,14.15,80.5,11.35,0.0
2021-01-02 21:45:00,14.025,82.25,11.024999999999999,0.0
2021-01-02 22:00:00,13.9,84.0,10.7,0.0
2021-01-02 22:15:00,13.825,85.25,10.774999999999999,0.0
2021-01-02 22:30:00,13.75,86.5,10.85,0.0
2021-01-02 22:45:00,13.675,87.75,10.925,0.0
2021-01-02 23:00:00,13.6,89.0,11.0,0.0
2021-01-02 23:15:00,13.575,89.5,10.925,0.0
2021-01-02 23:30:00,13.55,90.0,10.85,0.0
2021-01-02 23:45:00,13.525,90.5,10.774999999999999,0.0
2021-01-03 00:00:00,13.5,91.0,10.7,0.0
2021-01-03 00:15:00,13.425,91.25,10.524999999999999,0.075
2021-01-03 00:30:00,13.35,91.5,10.35,0.15
2021-01-03 00:45:00,13.274999999999999,91.75,10.175,0.22499999999999998
2021-01-03 01:00:00,13.2,92.0,10.0,0.3
2021-01-03 01:15:00,13.174999999999999,92.25,10.0,0.725
2021-01-03 01:30:00,13.149999999999999,92.5,10.0,1.15
2021-01-03 01:45:00,13.125,92.75,10.0,1.575
2021-01-03 02:00:00,13.1,93.0,10.0,2.0
2021-01-03 02:15:00,12.975,93.25,10.225,1.725
2021-01-03 02:30:00,12.85,93.5,10.45,1.45
2021-01-03 02:45:00,12.725,93.75,10.675,1.1749999999999998
2021-01-03 03:00:00,12.6,94.0,10.9,0.9
2021-01-03 03:15:00,12.525,93.75,10.6,0.975
2021-01-03 03:30:00,12.45,93.5,10.3,1.05
2021-01-03 03:45:00,12.375,93.25,10.0,1.125
2021-01-03 04:00:00,12.3,93.0,9.7,1.2
2021-01-03 04:15:00,12.3,92.75,10.274999999999999,1.075
2021-01-03 04:30:00,12.3,92.5,10.85,0.95
2021-01-03 04:45:00,12.3,92.25,11.425,0.825
2021-01-03 05:00:00,12.3,92.0,12.0,0.7
2021-01-03 05:15:00,12.3,91.75,12.9,0.75
2021-01-03 05:30:00,12.3,91.5,13.8,0.8
2021-01-03 05:45:00,12.3,91.25,14.7,0.85
2021-01-03 06:00:00,12.3,91.0,15.6,0.9
2021-01-03 06:15:00,12.375,91.0,15.725,0.675
2021-01-03 06:30:00,12.45,91.0,15.850000000000001,0.45
2021-01-03 06:45:00,12.525,91.0,15.975000000000001,0.22499999999999998
2021-01-03 07:00:00,12.6,91.0,16.1,0.0
2021-01-03 07:15:00,12.9,90.5,16.075000000000003,0.5
2021-01-03 07:30:00,13.2,90.0,16.05,1.0
2021-01-03 07:45:00,13.5,89.5,16.025,1.5
2021-01-03 08:00:00,13.8,89.0,16.0,2.0
2021-01-03 08:15:00,14.15,87.75,15.75,1.5
2021-01-03 08:30:00,14.5,86.5,15.5,1.0
2021-01-03 08:45:00,14.85,85.25,15.25,0.5
2021-01-03 09:00:00,15.2,84.0,15.0,0.0
2021-01-03 09:15:00,15.675,81.75,15.225,0.0
2021-01-03 09:30:00,16.15,79.5,15.45,0.0
2021-01-03 09:45:00,16.625,77.25,15.675,0.0
2021-01-03 10:00:00,17.1,75.0,15.9,0.0
2021-01-03 10:15:00,17.625,73.0,16.625,0.0
2021-01-03 10:30:00,18.15,71.0,17.35,0.0
2021-01-03 10:45:00,18.675,69.0,18.075,0.0
2021-01-03 11:00:00,19.2,67.0,18.8,0.0
2021-01-03 11:15:00,19.5,66.25,19.275,0.0
2021-01-03 11:30:00,19.799999999999997,65.5,19.75,0.0
2021-01-03 11:45:00,20.099999999999998,64.75,20.225,0.0
2021-01-03 12:00:00,20.4,64.0,20.7,0.0
2021-01-03 12:15:00,20.549999999999997,63.5,21.325,0.0
2021-01-03 12:30:00,20.7,63.0,21.95,0.0
2021-01-03 12:45:00,20.85,62.5,22.575,0.0
2021-01-03 13:00:00,21.0,62.0,23.2,0.0
2021-01-03 13:15:00,20.975,62.75,23.25,0.0
2021-01-03 13:30:00,20.95,63.5,23.299999999999997,0.0
2021-01-03 13:45:00,20.924999999999997,64.25,23.349999999999998,0.0
2021-01-03 14:00:00,20.9,65.0,23.4,0.0
2021-01-03 14:15:00,20.849999999999998,65.0,22.65,0.0
2021-01-03 14:30:00,20.799999999999997,65.0,21.9,0.0
2021-01-03 14:45:00,20.75,65.0,21.15,0.0
2021-01-03 15:00:00,20.7,65.0,20.4,0.0
2021-01-03 15:15:00,20.525,66.0,19.325,0.0
2021-01-03 15:30:00,20.35,67.0,18.25,0.0
2021-01-03 15:45:00,20.175,68.0,17.175,0.0
2021-01-03 16:00:00,20.0,69.0,16.1,0.0
2021-01-03 16:15:00,19.35,72.5,15.675,0.025
2021-01-03 16:30:00,18.7,76.0,15.25,0.05
2021-01-03 16:45:00,18.049999999999997,79.5,14.825000000000001,0.07500000000000001
2021-01-03 17:00:00,17.4,83.0,14.4,0.1
2021-01-03 17:15:00,17.375,83.0,14.45,0.07500000000000001
2021-01-03 17:30:00,17.35,83.0,14.5,0.05
2021-01-03 17:45:00,17.325,83.0,14.55,0.024999999999999994
2021-01-03 18:00:00,17.3,83.0,14.6,0.0
2021-01-03 18:15:00,17.225,83.5,14.375,0.0
2021-01-03 18:30:00,17.15,84.0,14.149999999999999,0.0
2021-01-03 18:45:00,17.075,84.5,13.924999999999999,0.0
2021-01-03 19:00:00,17.0,85.0,13.7,0.0
2021-01-03 19:15:00,16.775,86.0,13.725,0.0
2021-01-03 19:30:00,16.55,87.0,13.75,0.0
2021-01-03 19:45:00,16.325000000000003,88.0,13.775,0.0
2021-01-03 20:00:00,16.1,89.0,13.8,0.0
2021-01-03 20:15:00,15.975000000000001,89.75,13.9,0.0
2021-01-03 20:30:00,15.850000000000001,90.5,14.0,0.0
2021-01-03 20:45:00,15.725,91.25,14.1,0.0
2021-01-03 21:00:00,15.6,92.0,14.2,0.0
2021-01-03 21:15:00,15.6,92.0,14.149999999999999,0.0
2021-01-03 21:30:00,15.6,92.0,14.1,0.0
2021-01-03 21:45:00,15.6,92.0,14.05,0.0
2021-01-03 22:00:00,15.6,92.0,14.0,0.0
2021-01-03 22:15:00,15.475,92.25,14.075,0.0
2021-01-03 22:30:00,15.35,92.5,14.15,0.0
2021-01-03 22:45:00,15.225,92.75,14.225000000000001,0.0
2021-01-03 23:00:00,15.1,93.0,14.3,0.0
2021-01-03 23:15:00,15.025,93.0,13.65,0.0
2021-01-03 23:30:00,14.95,93.0,13.0,0.0
2021-01-03 23:45:00,14.875,93.0,12.35,0.0
2021-01-04 00:00:00,14.8,93.0,11.7,0.0
2021-01-04 00:15:00,14.75,93.0,11.125,0.025
2021-01-04 00:30:00,14.7,93.0,10.55,0.05
2021-01-04 00:45:00,14.65,93.0,9.975,0.07500000000000001
2021-01-04 01:00:00,14.6,93.0,9.4,0.1
2021-01-04 01:15:00,14.55,93.25,9.225,0.2
2021-01-04 01:30:00,14.5,93.5,9.05,0.30000000000000004
2021-01-04 01:45:00,14.45,93.75,8.875,0.4
2021-01-04 02:00:00,14.4,94.0,8.7,0.5
2021-01-04 02:15:00,14.35,94.25,8.75,0.375
2021-01-04 02:30:00,14.3,94.5,8.8,0.25
2021-01-04 02:45:00,14.25,94.75,8.85,0.125
2021-01-04 03:00:00,14.2,95.0,8.9,0.0
2021-01-04 03:15:00,14.25,95.0,8.825,0.075
2021-01-04 03:30:00,14.3,95.0,8.75,0.15
2021-01-04 03:45:00,14.35,95.0,8.675,0.22499999999999998
2021-01-04 04:00:00,14.4,95.0,8.6,0.3
2021-01-04 04:15:00,14.15,95.75,7.7749999999999995,0.25
2021-01-04 04:30:00,13.9,96.5,6.949999999999999,0.2
2021-01-04 04:45:00,13.65,97.25,6.125,0.15
2021-01-04 05:00:00,13.4,98.0,5.3,0.1
2021-01-04 05:15:00,13.275,98.0,5.425,0.07500000000000001
2021-01-04 05:30:00,13.15,98.0,5.55,0.05
2021-01-04 05:45:00,13.025,98.0,5.675,0.024999999999999994
2021-01-04 06:00:00,12.9,98.0,5.8,0.0
2021-01-04 06:15:00,12.95,98.0,6.35,0.0
2021-01-04 06:30:00,13.0,98.0,6.9,0.0
2021-01-04 06:45:00,13.05,98.0,7.45,0.0
2021-01-04 07:00:00,13.1,98.0,8.0,0.0
2021-01-04 07:15:00,13.4,97.5,8.8,0.1
2021-01-04 07:30:00,13.7,97.0,9.6,0.2
2021-01-04 07:45:00,14.0,96.5,10.399999999999999,0.30000000000000004
2021-01-04 08:00:00,14.3,96.0,11.2,0.4
2021-01-04 08:15:00,14.575000000000001,95.0,11.375,0.775
2021-01-04 08:30:00,14.850000000000001,94.0,11.55,1.15
2021-01-04 08:45:00,15.125,93.0,11.725,1.525
2021-01-04 09:00:00,15.4,92.0,11.9,1.9
2021-01-04 09:15:00,15.675,91.25,11.925,1.6749999999999998
2021-01-04 09:30:00,15.95,90.5,11.95,1.45
2021-01-04 09:45:00,16.225,89.75,11.975,1.225
2021-01-04 10:00:00,16.5,89.0,12.0,1.0
2021-01-04 10:15:00,16.925,88.0,12.325,0.85
2021-01-04 10:30:00,17.35,87.0,12.65,0.7
2021-01-04 10:45:00,17.775,86.0,12.975000000000001,0.55
2021-01-04 11:00:00,18.2,85.0,13.3,0.4
2021-01-04 11:15:00,18.775,82.0,13.525,0.30000000000000004
2021-01-04 11:30:00,19.35,79.0,13.75,0.2
2021-01-04 11:45:00,19.925,76.0,13.975,0.09999999999999998
2021-01-04 12:00:00,20.5,73.0,14.2,0.0
2021-01-04 12:15:00,20.9,70.75,14.125,0.0
2021-01-04 12:30:00,21.3,68.5,14.05,0.0
2021-01-04 12:45:00,21.700000000000003,66.25,13.975,0.0
2021-01-04 13:00:00,22.1,64.0,13.9,0.0
2021-01-04 13:15:00,22.150000000000002,63.5,13.725,0.0
2021-01-04 13:30:00,22.200000000000003,63.0,13.55,0.0
2021-01-04 13:45:00,22.25,62.5,13.375,0.0
2021-01-04 14:00:00,22.3,62.0,13.2,0.0
2021-01-04 14:15:00,22.0,63.75,12.649999999999999,0.025
2021-01-04 14:30:00,21.700000000000003,65.5,12.1,0.05
2021-01-04 14:45:00,21.400000000000002,67.25,11.55,0.07500000000000001
2021-01-04 15:00:00,21.1,69.0,11.0,0.1
2021-01-04 15:15:00,20.775000000000002,71.75,10.225,0.17500000000000002
2021-01-04 15:30:00,20.450000000000003,74.5,9.45,0.25
2021-01-04 15:45:00,20.125,77.25,8.675,0.32500000000000007
2021-01-04 16:00:00,19.8,80.0,7.9,0.4
2021-01-04 16:15:00,19.475,81.5,9.375,0.4
2021-01-04 16:30:00,19.15,83.0,10.850000000000001,0.4
2021-01-04 16:45:00,18.825,84.5,12.325000000000001,0.4
2021-01-04 17:00:00,18.5,86.0,13.8,0.4
2021-01-04 17:15:00,18.15,87.5,11.925,0.30000000000000004
2021-01-04 17:30:00,17.8,89.0,10.05,0.2
2021-01-04 17:45:00,17.450000000000003,90.5,8.175,0.09999999999999998
2021-01-04 18:00:00,17.1,92.0,6.3,0.0
2021-01-04 18:15:00,16.925,92.5,6.575,0.0
2021-01-04 18:30:00,16.75,93.0,6.85,0.0
2021-01-04 18:45:00,16.575,93.5,7.125,0.0
2021-01-04 19:00:00,16.4,94.0,7.4,0.0
2021-01-04 19:15:00,16.45,93.75,7.175000000000001,0.0
2021-01-04 19:30:00,16.5,93.5,6.95,0.0
2021-01-04 19:45:00,16.55,93.25,6.725,0.0
2021-01-04 20:00:00,16.6,93.0,6.5,0.0
2021-01-04 20:15:00,16.650000000000002,92.5,7.525,0.0
2021-01-04 20:30:00,16.700000000000003,92.0,8.55,0.0
2021-01-04 20:45:00,16.75,91.5,9.575,0.0
2021-01-04 21:00:00,16.8,91.0,10.6,0.0
2021-01-04 21:15:00,16.7,91.0,10.3,0.0
2021-01-04 21:30:00,16.6,91.0,10.0,0.0
2021-01-04 21:45:00,16.5,91.0,9.7,0.0
2021-01-04 22:00:00,16.4,91.0,9.4,0.0
2021-01-04 22:15:00,16.275,91.5,9.275,0.0
2021-01-04 22:30:00,16.15,92.0,9.15,0.0
2021-01-04 22:45:00,16.025,92.5,9.025,0.0
2021-01-04 23:00:00,15.9,93.0,8.9,0.0
2021-01-04 23:15:00,15.825,93.0,9.5,0.0
2021-01-04 23:30:00,15.75,93.0,10.100000000000001,0.0
2021-01-04 23:45:00,15.675,93.0,10.700000000000001,0.0
2021-01-05 00:00:00,15.6,93.0,11.3,0.0
2021-01-05 00:15:00,15.575,92.75,11.5,0.0
2021-01-05 00:30:00,15.55,92.5,11.7,0.0
2021-01-05 00:45:00,15.525,92.25,11.9,0.0
2021-01-05 01:00:00,15.5,92.0,12.1,0.0
2021-01-05 01:15:00,15.475,91.5,12.225,0.0
2021-01-05 01:30:00,15.45,91.0,12.35,0.0
2021-01-05 01:45:00,15.425,90.5,12.475,0.0
2021-01-05 02:00:00,15.4,90.0,12.6,0.0
2021-01-05 02:15:00,15.35,90.0,12.25,0.0
2021-01-05 02:30:00,15.3,90.0,11.899999999999999,0.0
2021-01-05 02:45:00,15.25,90.0,11.549999999999999,0.0
2021-01-05 03:00:00,15.2,90.0,11.2,0.0
2021-01-05 03:15:00,15.125,90.0,10.924999999999999,0.0
2021-01-05 03:30:00,15.05,90.0,10.649999999999999,0.0
2021-01-05 03:45:00,14.975,90.0,10.375,0.0
2021-01-05 04:00:00,14.9,90.0,10.1,0.0
2021-01-05 04:15:00,14.95,89.75,10.75,0.025
2021-01-05 04:30:00,15.0,89.5,11.399999999999999,0.05
2021-01-05 04:45:00,15.05,89.25,12.049999999999999,0.07500000000000001
2021-01-05 05:00:00,15.1,89.0,12.7,0.1
2021-01-05 05:15:00,14.975,89.5,11.35,0.07500000000000001
2021-01-05 05:30:00,14.85,90.0,10.0,0.05
2021-01-05 05:45:00,14.725,90.5,8.649999999999999,0.024999999999999994
2021-01-05 06:00:00,14.6,91.0,7.3,0.0
2021-01-05 06:15:00,14.425,91.5,7.4,0.0
2021-01-05 06:30:00,14.25,92.0,7.5,0.0
2021-01-05 06:45:00,14.075,92.5,7.6,0.0
2021-01-05 07:00:00,13.9,93.0,7.7,0.0
2021-01-05 07:15:00,14.375,92.0,7.5,0.05
2021-01-05 07:30:00,14.850000000000001,91.0,7.300000000000001,0.1
2021-01-05 07:45:00,15.325000000000001,90.0,7.1000000000000005,0.15000000000000002
2021-01-05 08:00:00,15.8,89.0,6.9,0.2
2021-01-05 08:15:00,16.05,88.0,6.9,0.2
2021-01-05 08:30:00,16.3,87.0,6.9,0.2
2021-01-05 08:45:00,16.55,86.0,6.9,0.2
2021-01-05 09:00:00,16.8,85.0,6.9,0.2
2021-01-05 09:15:00,17.15,83.25,7.6,0.15000000000000002
2021-01-05 09:30:00,17.5,81.5,8.3,0.1
2021-01-05 09:45:00,17.85,79.75,9.0,0.04999999999999999
2021-01-05 10:00:00,18.2,78.0,9.7,0.0
2021-01-05 10:15:00,18.4,77.75,9.7,0.05
2021-01-05 10:30:00,18.6,77.5,9.7,0.1
2021-01-05 10:45:00,18.8,77.25,9.7,0.15000000000000002
2021-01-05 11:00:00,19.0,77.0,9.7,0.2
2021-01-05 11:15:00,19.25,76.25,9.45,0.17500000000000002
2021-01-05 11:30:00,19.5,75.5,9.2,0.15000000000000002
2021-01-05 11:45:00,19.75,74.75,8.95,0.125
2021-01-05 12:00:00,20.0,74.0,8.7,0.1
2021-01-05 12:15:00,20.225,72.75,9.35,0.07500000000000001
2021-01-05 12:30:00,20.45,71.5,10.0,0.05
2021-01-05 12:45:00,20.674999999999997,70.25,10.65,0.024999999999999994
2021-01-05 13:00:00,20.9,69.0,11.3,0.0
2021-01-05 13:15:00,21.099999999999998,67.75,11.725000000000001,0.0
2021-01-05 13:30:00,21.299999999999997,66.5,12.15,0.0
2021-01-05 13:45:00,21.5,65.25,12.575,0.0
2021-01-05 14:00:00,21.7,64.0,13.0,0.0
2021-01-05 14:15:00,21.725,64.5,12.55,0.25
2021-01-05 14:30:00,21.75,65.0,12.1,0.5
2021-01-05 14:45:00,21.775,65.5,11.649999999999999,0.75
2021-01-05 15:00:00,21.8,66.0,11.2,1.0
2021-01-05 15:15:00,21.575,67.75,11.424999999999999,0.775
2021-01-05 15:30:00,21.35,69.5,11.649999999999999,0.55
2021-01-05 15:45:00,21.125,71.25,11.875,0.32499999999999996
2021-01-05 16:00:00,20.9,73.0,12.1,0.1
2021-01-05 16:15:00,20.5,74.25,11.175,0.15
2021-01-05 16:30:00,20.1,75.5,10.25,0.2
2021-01-05 16:45:00,19.7,76.75,9.325,0.25
2021-01-05 17:00:00,19.3,78.0,8.4,0.3
2021-01-05 17:15:00,19.1,79.0,9.5,0.22499999999999998
2021-01-05 17:30:00,18.9,80.0,10.600000000000001,0.15
